Source,Target,Type,id,label,timeset,weight
67,10,Directed,1141,,"<[13.0, Infinity]>",1.0
67,14,Directed,1142,,"<[13.0, Infinity]>",1.0
67,18,Directed,1143,,"<[13.0, Infinity]>",1.0
67,30,Directed,1144,,"<[13.0, Infinity]>",1.0
67,40,Directed,1145,,"<[13.0, Infinity]>",1.0
67,80,Directed,1146,,"<[15.0, Infinity]>",1.0
67,83,Directed,1147,,"<[18.0, Infinity]>",1.0
68,10,Directed,1148,,"<[13.0, Infinity]>",1.0
68,14,Directed,1149,,"<[13.0, 15.0]>",1.0
68,18,Directed,1150,,"<[13.0, Infinity]>",1.0
68,30,Directed,1151,,"<[13.0, Infinity]>",1.0
68,40,Directed,1152,,"<[13.0, Infinity]>",1.0
68,80,Directed,1153,,"<[15.0, 18.0]>",1.0
68,83,Directed,1154,,"<[18.0, Infinity]>",1.0
69,10,Directed,1155,,"<[13.0, Infinity]>",1.0
69,14,Directed,1156,,"<[13.0, 15.0]>",1.0
69,18,Directed,1157,,"<[13.0, Infinity]>",1.0
69,30,Directed,1158,,"<[13.0, Infinity]>",1.0
69,40,Directed,1159,,"<[13.0, Infinity]>",1.0
69,80,Directed,1160,,"<[15.0, 18.0]>",1.0
69,83,Directed,1161,,"<[18.0, Infinity]>",1.0
70,10,Directed,1162,,"<[13.0, Infinity]>",1.0
70,14,Directed,1163,,"<[13.0, Infinity]>",1.0
70,18,Directed,1164,,"<[13.0, Infinity]>",1.0
70,30,Directed,1165,,"<[13.0, Infinity]>",1.0
70,40,Directed,1166,,"<[13.0, Infinity]>",1.0
70,80,Directed,1167,,"<[15.0, Infinity]>",1.0
70,83,Directed,1168,,"<[18.0, Infinity]>",1.0
71,9,Directed,1169,,"<[14.0, Infinity]>",1.0
71,13,Directed,1170,,"<[14.0, Infinity]>",1.0
71,49,Directed,1171,,"<[14.0, Infinity]>",1.0
71,54,Directed,1172,,"<[14.0, Infinity]>",1.0
71,69,Directed,1173,,"<[14.0, Infinity]>",1.0
71,89,Directed,1174,,"<[24.0, Infinity]>",1.0
71,90,Directed,1175,,"<[25.0, Infinity]>",1.0
71,93,Directed,1176,,"<[28.0, Infinity]>",1.0
72,9,Directed,1177,,"<[14.0, Infinity]>",1.0
72,13,Directed,1178,,"<[14.0, Infinity]>",1.0
72,49,Directed,1179,,"<[14.0, 21.0]>",1.0
72,54,Directed,1180,,"<[14.0, 21.0]>",1.0
72,69,Directed,1181,,"<[14.0, 21.0]>",1.0
73,9,Directed,1182,,"<[14.0, Infinity]>",1.0
73,13,Directed,1183,,"<[14.0, Infinity]>",1.0
73,49,Directed,1184,,"<[14.0, 16.0]>",1.0
73,54,Directed,1185,,"<[14.0, 16.0]>",1.0
73,69,Directed,1186,,"<[14.0, 16.0]>",1.0
74,9,Directed,1187,,"<[14.0, Infinity]>",1.0
74,13,Directed,1188,,"<[14.0, Infinity]>",1.0
74,49,Directed,1189,,"<[14.0, 16.0]>",1.0
74,54,Directed,1190,,"<[14.0, 16.0]>",1.0
74,69,Directed,1191,,"<[14.0, 16.0]>",1.0
75,9,Directed,1192,,"<[14.0, Infinity]>",1.0
75,13,Directed,1193,,"<[14.0, Infinity]>",1.0
75,49,Directed,1194,,"<[14.0, 21.0]>",1.0
75,54,Directed,1195,,"<[14.0, 21.0]>",1.0
75,69,Directed,1196,,"<[14.0, 21.0]>",1.0
76,8,Directed,1197,,"<[15.0, Infinity]>",1.0
76,24,Directed,1198,,"<[15.0, Infinity]>",1.0
76,28,Directed,1199,,"<[15.0, Infinity]>",1.0
76,32,Directed,1200,,"<[15.0, Infinity]>",1.0
76,73,Directed,1201,,"<[15.0, Infinity]>",1.0
76,81,Directed,1202,,"<[16.0, Infinity]>",1.0
77,8,Directed,1203,,"<[15.0, Infinity]>",1.0
77,24,Directed,1204,,"<[15.0, Infinity]>",1.0
77,28,Directed,1205,,"<[15.0, Infinity]>",1.0
77,32,Directed,1206,,"<[15.0, Infinity]>",1.0
77,73,Directed,1207,,"<[15.0, 16.0]>",1.0
77,81,Directed,1208,,"<[16.0, Infinity]>",1.0
78,8,Directed,1209,,"<[15.0, Infinity]>",1.0
78,24,Directed,1210,,"<[15.0, Infinity]>",1.0
78,28,Directed,1211,,"<[15.0, Infinity]>",1.0
78,32,Directed,1212,,"<[15.0, Infinity]>",1.0
78,73,Directed,1213,,"<[15.0, 16.0]>",1.0
78,81,Directed,1214,,"<[16.0, Infinity]>",1.0
79,8,Directed,1215,,"<[15.0, Infinity]>",1.0
79,24,Directed,1216,,"<[15.0, Infinity]>",1.0
79,28,Directed,1217,,"<[15.0, Infinity]>",1.0
79,32,Directed,1218,,"<[15.0, Infinity]>",1.0
79,73,Directed,1219,,"<[15.0, 16.0]>",1.0
79,81,Directed,1220,,"<[16.0, Infinity]>",1.0
80,8,Directed,1221,,"<[15.0, Infinity]>",1.0
80,24,Directed,1222,,"<[15.0, Infinity]>",1.0
80,28,Directed,1223,,"<[15.0, Infinity]>",1.0
80,32,Directed,1224,,"<[15.0, Infinity]>",1.0
80,73,Directed,1225,,"<[15.0, 16.0]>",1.0
80,81,Directed,1226,,"<[16.0, Infinity]>",1.0
81,9,Directed,1227,,"<[16.0, Infinity]>",1.0
81,13,Directed,1228,,"<[16.0, Infinity]>",1.0
81,49,Directed,1229,,"<[16.0, Infinity]>",1.0
81,54,Directed,1230,,"<[16.0, Infinity]>",1.0
81,69,Directed,1231,,"<[16.0, Infinity]>",1.0
81,89,Directed,1232,,"<[24.0, Infinity]>",1.0
81,90,Directed,1233,,"<[25.0, Infinity]>",1.0
81,93,Directed,1234,,"<[28.0, Infinity]>",1.0
82,8,Directed,1235,,"<[17.0, Infinity]>",1.0
82,24,Directed,1236,,"<[17.0, Infinity]>",1.0
82,28,Directed,1237,,"<[17.0, Infinity]>",1.0
82,32,Directed,1238,,"<[17.0, Infinity]>",1.0
82,81,Directed,1239,,"<[17.0, Infinity]>",1.0
83,8,Directed,1240,,"<[18.0, Infinity]>",1.0
83,24,Directed,1241,,"<[18.0, Infinity]>",1.0
83,28,Directed,1242,,"<[18.0, Infinity]>",1.0
83,32,Directed,1243,,"<[18.0, Infinity]>",1.0
83,81,Directed,1244,,"<[18.0, Infinity]>",1.0
84,8,Directed,1245,,"<[19.0, Infinity]>",1.0
84,24,Directed,1246,,"<[19.0, Infinity]>",1.0
84,28,Directed,1247,,"<[19.0, Infinity]>",1.0
84,32,Directed,1248,,"<[19.0, Infinity]>",1.0
84,75,Directed,1249,,"<[19.0, Infinity]>",1.0
84,86,Directed,1250,,"<[21.0, Infinity]>",1.0
85,9,Directed,1251,,"<[20.0, Infinity]>",1.0
85,13,Directed,1252,,"<[20.0, Infinity]>",1.0
85,50,Directed,1253,,"<[20.0, Infinity]>",1.0
85,55,Directed,1254,,"<[20.0, Infinity]>",1.0
85,70,Directed,1255,,"<[20.0, Infinity]>",1.0
85,90,Directed,1256,,"<[25.0, Infinity]>",1.0
86,9,Directed,1257,,"<[21.0, Infinity]>",1.0
86,13,Directed,1258,,"<[21.0, Infinity]>",1.0
86,49,Directed,1259,,"<[21.0, Infinity]>",1.0
86,54,Directed,1260,,"<[21.0, Infinity]>",1.0
86,69,Directed,1261,,"<[21.0, Infinity]>",1.0
86,89,Directed,1262,,"<[24.0, Infinity]>",1.0
86,90,Directed,1263,,"<[25.0, Infinity]>",1.0
86,93,Directed,1264,,"<[28.0, Infinity]>",1.0
87,7,Directed,1265,,"<[22.0, Infinity]>",1.0
87,12,Directed,1266,,"<[22.0, Infinity]>",1.0
87,22,Directed,1267,,"<[22.0, Infinity]>",1.0
87,26,Directed,1268,,"<[22.0, Infinity]>",1.0
87,43,Directed,1269,,"<[22.0, Infinity]>",1.0
87,91,Directed,1270,,"<[26.0, Infinity]>",1.0
88,7,Directed,1271,,"<[23.0, Infinity]>",1.0
88,12,Directed,1272,,"<[23.0, Infinity]>",1.0
88,22,Directed,1273,,"<[23.0, Infinity]>",1.0
88,26,Directed,1274,,"<[23.0, Infinity]>",1.0
88,85,Directed,1275,,"<[23.0, Infinity]>",1.0
89,7,Directed,1276,,"<[24.0, Infinity]>",1.0
89,12,Directed,1277,,"<[24.0, Infinity]>",1.0
89,22,Directed,1278,,"<[24.0, Infinity]>",1.0
89,26,Directed,1279,,"<[24.0, Infinity]>",1.0
89,43,Directed,1280,,"<[24.0, Infinity]>",1.0
89,91,Directed,1281,,"<[26.0, Infinity]>",1.0
90,6,Directed,1282,,"<[25.0, Infinity]>",1.0
90,16,Directed,1283,,"<[25.0, Infinity]>",1.0
90,21,Directed,1284,,"<[25.0, Infinity]>",1.0
90,35,Directed,1285,,"<[25.0, Infinity]>",1.0
90,60,Directed,1286,,"<[25.0, Infinity]>",1.0
91,9,Directed,1287,,"<[26.0, Infinity]>",1.0
91,13,Directed,1288,,"<[26.0, Infinity]>",1.0
91,55,Directed,1289,,"<[26.0, Infinity]>",1.0
91,70,Directed,1290,,"<[26.0, Infinity]>",1.0
91,90,Directed,1291,,"<[26.0, Infinity]>",1.0
92,7,Directed,1292,,"<[27.0, Infinity]>",1.0
92,12,Directed,1293,,"<[27.0, Infinity]>",1.0
92,22,Directed,1294,,"<[27.0, Infinity]>",1.0
92,26,Directed,1295,,"<[27.0, Infinity]>",1.0
92,41,Directed,1296,,"<[27.0, Infinity]>",1.0
93,10,Directed,1297,,"<[28.0, Infinity]>",1.0
93,18,Directed,1298,,"<[28.0, Infinity]>",1.0
93,30,Directed,1299,,"<[28.0, Infinity]>",1.0
93,40,Directed,1300,,"<[28.0, Infinity]>",1.0
93,83,Directed,1301,,"<[28.0, Infinity]>",1.0
94,7,Directed,1302,,"<[29.0, Infinity]>",1.0
94,12,Directed,1303,,"<[29.0, Infinity]>",1.0
94,22,Directed,1304,,"<[29.0, Infinity]>",1.0
94,26,Directed,1305,,"<[29.0, Infinity]>",1.0
94,41,Directed,1306,,"<[29.0, Infinity]>",1.0
