Source,Target,Type,id,label,timeset,weight
64,7,Directed,490,,"<[12.0, Infinity]>",1.0
64,12,Directed,491,,"<[12.0, Infinity]>",1.0
64,22,Directed,492,,"<[12.0, Infinity]>",1.0
64,26,Directed,493,,"<[12.0, Infinity]>",1.0
64,41,Directed,494,,"<[12.0, Infinity]>",1.0
65,7,Directed,495,,"<[12.0, Infinity]>",1.0
65,12,Directed,496,,"<[12.0, Infinity]>",1.0
65,22,Directed,497,,"<[12.0, Infinity]>",1.0
65,26,Directed,498,,"<[12.0, Infinity]>",1.0
65,41,Directed,499,,"<[12.0, Infinity]>",1.0
66,10,Directed,500,,"<[13.0, Infinity]>",1.0
66,14,Directed,501,,"<[13.0, Infinity]>",1.0
66,18,Directed,502,,"<[13.0, Infinity]>",1.0
66,30,Directed,503,,"<[13.0, Infinity]>",1.0
66,40,Directed,504,,"<[13.0, Infinity]>",1.0
66,80,Directed,505,,"<[15.0, Infinity]>",1.0
66,83,Directed,506,,"<[18.0, Infinity]>",1.0
67,10,Directed,507,,"<[13.0, Infinity]>",1.0
67,14,Directed,508,,"<[13.0, Infinity]>",1.0
67,18,Directed,509,,"<[13.0, Infinity]>",1.0
67,30,Directed,510,,"<[13.0, Infinity]>",1.0
67,40,Directed,511,,"<[13.0, Infinity]>",1.0
67,80,Directed,512,,"<[15.0, Infinity]>",1.0
67,83,Directed,513,,"<[18.0, Infinity]>",1.0
68,10,Directed,514,,"<[13.0, Infinity]>",1.0
68,14,Directed,515,,"<[13.0, Infinity]>",1.0
68,18,Directed,516,,"<[13.0, Infinity]>",1.0
68,30,Directed,517,,"<[13.0, Infinity]>",1.0
68,40,Directed,518,,"<[13.0, Infinity]>",1.0
68,80,Directed,519,,"<[15.0, Infinity]>",1.0
68,83,Directed,520,,"<[18.0, Infinity]>",1.0
69,10,Directed,521,,"<[13.0, Infinity]>",1.0
69,14,Directed,522,,"<[13.0, Infinity]>",1.0
69,18,Directed,523,,"<[13.0, Infinity]>",1.0
69,30,Directed,524,,"<[13.0, Infinity]>",1.0
69,40,Directed,525,,"<[13.0, Infinity]>",1.0
69,80,Directed,526,,"<[15.0, Infinity]>",1.0
69,83,Directed,527,,"<[18.0, Infinity]>",1.0
70,10,Directed,528,,"<[13.0, Infinity]>",1.0
70,14,Directed,529,,"<[13.0, Infinity]>",1.0
70,18,Directed,530,,"<[13.0, Infinity]>",1.0
70,30,Directed,531,,"<[13.0, Infinity]>",1.0
70,40,Directed,532,,"<[13.0, Infinity]>",1.0
70,80,Directed,533,,"<[15.0, Infinity]>",1.0
70,83,Directed,534,,"<[18.0, Infinity]>",1.0
71,9,Directed,535,,"<[14.0, Infinity]>",1.0
71,13,Directed,536,,"<[14.0, Infinity]>",1.0
71,49,Directed,537,,"<[14.0, Infinity]>",1.0
71,54,Directed,538,,"<[14.0, Infinity]>",1.0
71,69,Directed,539,,"<[14.0, Infinity]>",1.0
72,9,Directed,540,,"<[14.0, Infinity]>",1.0
72,13,Directed,541,,"<[14.0, Infinity]>",1.0
72,49,Directed,542,,"<[14.0, Infinity]>",1.0
72,54,Directed,543,,"<[14.0, Infinity]>",1.0
72,69,Directed,544,,"<[14.0, Infinity]>",1.0
73,9,Directed,545,,"<[14.0, Infinity]>",1.0
73,13,Directed,546,,"<[14.0, Infinity]>",1.0
73,49,Directed,547,,"<[14.0, Infinity]>",1.0
73,54,Directed,548,,"<[14.0, Infinity]>",1.0
73,69,Directed,549,,"<[14.0, Infinity]>",1.0
74,9,Directed,550,,"<[14.0, Infinity]>",1.0
74,13,Directed,551,,"<[14.0, Infinity]>",1.0
74,49,Directed,552,,"<[14.0, Infinity]>",1.0
74,54,Directed,553,,"<[14.0, Infinity]>",1.0
74,69,Directed,554,,"<[14.0, Infinity]>",1.0
75,9,Directed,555,,"<[14.0, Infinity]>",1.0
75,13,Directed,556,,"<[14.0, Infinity]>",1.0
75,49,Directed,557,,"<[14.0, Infinity]>",1.0
75,54,Directed,558,,"<[14.0, Infinity]>",1.0
75,69,Directed,559,,"<[14.0, Infinity]>",1.0
76,8,Directed,560,,"<[15.0, Infinity]>",1.0
76,24,Directed,561,,"<[15.0, Infinity]>",1.0
76,28,Directed,562,,"<[15.0, Infinity]>",1.0
76,32,Directed,563,,"<[15.0, Infinity]>",1.0
76,73,Directed,564,,"<[15.0, Infinity]>",1.0
76,81,Directed,565,,"<[16.0, Infinity]>",1.0
77,8,Directed,566,,"<[15.0, Infinity]>",1.0
77,24,Directed,567,,"<[15.0, Infinity]>",1.0
77,28,Directed,568,,"<[15.0, Infinity]>",1.0
77,32,Directed,569,,"<[15.0, Infinity]>",1.0
77,73,Directed,570,,"<[15.0, 16.0]>",1.0
77,81,Directed,571,,"<[16.0, Infinity]>",1.0
78,8,Directed,572,,"<[15.0, Infinity]>",1.0
78,24,Directed,573,,"<[15.0, Infinity]>",1.0
78,28,Directed,574,,"<[15.0, Infinity]>",1.0
78,32,Directed,575,,"<[15.0, Infinity]>",1.0
78,73,Directed,576,,"<[15.0, 16.0]>",1.0
78,81,Directed,577,,"<[16.0, Infinity]>",1.0
79,8,Directed,578,,"<[15.0, Infinity]>",1.0
79,24,Directed,579,,"<[15.0, Infinity]>",1.0
79,28,Directed,580,,"<[15.0, Infinity]>",1.0
79,32,Directed,581,,"<[15.0, Infinity]>",1.0
79,73,Directed,582,,"<[15.0, 16.0]>",1.0
79,81,Directed,583,,"<[16.0, Infinity]>",1.0
80,8,Directed,584,,"<[15.0, Infinity]>",1.0
80,24,Directed,585,,"<[15.0, Infinity]>",1.0
80,28,Directed,586,,"<[15.0, Infinity]>",1.0
80,32,Directed,587,,"<[15.0, Infinity]>",1.0
80,73,Directed,588,,"<[15.0, 16.0]>",1.0
80,81,Directed,589,,"<[16.0, Infinity]>",1.0
81,9,Directed,590,,"<[16.0, Infinity]>",1.0
81,13,Directed,591,,"<[16.0, Infinity]>",1.0
81,49,Directed,592,,"<[16.0, Infinity]>",1.0
81,54,Directed,593,,"<[16.0, Infinity]>",1.0
81,69,Directed,594,,"<[16.0, Infinity]>",1.0
82,8,Directed,595,,"<[17.0, Infinity]>",1.0
82,24,Directed,596,,"<[17.0, Infinity]>",1.0
82,28,Directed,597,,"<[17.0, Infinity]>",1.0
82,32,Directed,598,,"<[17.0, Infinity]>",1.0
82,81,Directed,599,,"<[17.0, Infinity]>",1.0
83,8,Directed,600,,"<[18.0, Infinity]>",1.0
83,24,Directed,601,,"<[18.0, Infinity]>",1.0
83,28,Directed,602,,"<[18.0, Infinity]>",1.0
83,32,Directed,603,,"<[18.0, Infinity]>",1.0
83,81,Directed,604,,"<[18.0, Infinity]>",1.0
84,8,Directed,605,,"<[19.0, Infinity]>",1.0
84,24,Directed,606,,"<[19.0, Infinity]>",1.0
84,28,Directed,607,,"<[19.0, Infinity]>",1.0
84,32,Directed,608,,"<[19.0, Infinity]>",1.0
84,75,Directed,609,,"<[19.0, Infinity]>",1.0
85,9,Directed,610,,"<[20.0, Infinity]>",1.0
85,13,Directed,611,,"<[20.0, Infinity]>",1.0
85,50,Directed,612,,"<[20.0, Infinity]>",1.0
85,55,Directed,613,,"<[20.0, Infinity]>",1.0
85,70,Directed,614,,"<[20.0, Infinity]>",1.0
